utility,utility_tariff_name,interval_start,interval_end,interval_kWh,interval_kW,updated,interval_timezone
PG&E,E1 TB Residential Service,11/6/17 10:00,11/6/17 11:00,0.21,0.21,2017-11-08T21:22:59.151145+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/6/17 9:00,11/6/17 10:00,0.59,0.59,2017-11-08T21:22:59.167846+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/6/17 8:00,11/6/17 9:00,0.38,0.38,2017-11-08T21:22:59.149740+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/6/17 7:00,11/6/17 8:00,4.07,4.07,2017-11-08T21:22:59.156394+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/6/17 6:00,11/6/17 7:00,0.54,0.54,2017-11-08T21:22:59.163194+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/6/17 5:00,11/6/17 6:00,0.09,0.09,2017-11-08T21:22:59.141269+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/6/17 4:00,11/6/17 5:00,0.09,0.09,2017-11-08T21:22:59.164812+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/6/17 3:00,11/6/17 4:00,0.6,0.6,2017-11-08T21:22:59.165602+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/6/17 2:00,11/6/17 3:00,0.18,0.18,2017-11-08T21:22:59.166687+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/6/17 1:00,11/6/17 2:00,0.09,0.09,2017-11-08T21:22:59.148405+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/6/17 0:00,11/6/17 1:00,0.09,0.09,2017-11-08T21:22:59.149200+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/5/17 23:00,11/6/17 0:00,0.35,0.35,2017-11-08T21:22:59.144039+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/5/17 22:00,11/5/17 23:00,0.17,0.17,2017-11-08T21:22:59.137425+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/5/17 21:00,11/5/17 22:00,0.19,0.19,2017-11-08T21:22:59.144162+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/5/17 20:00,11/5/17 21:00,0.39,0.39,2017-11-08T21:22:59.168326+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/5/17 19:00,11/5/17 20:00,0.12,0.12,2017-11-08T21:22:59.160248+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/5/17 18:00,11/5/17 19:00,0.2,0.2,2017-11-08T21:22:59.139676+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/5/17 17:00,11/5/17 18:00,2.65,2.65,2017-11-08T21:22:59.160188+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/5/17 16:00,11/5/17 17:00,0.12,0.12,2017-11-08T21:22:59.165180+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/5/17 15:00,11/5/17 16:00,0.21,0.21,2017-11-08T21:22:59.151453+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/5/17 14:00,11/5/17 15:00,0.18,0.18,2017-11-08T21:22:59.164032+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/5/17 13:00,11/5/17 14:00,0.11,0.11,2017-11-08T21:22:59.150108+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/5/17 12:00,11/5/17 13:00,0.16,0.16,2017-11-08T21:22:59.167726+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/5/17 11:00,11/5/17 12:00,0.36,0.36,2017-11-08T21:22:59.161549+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/5/17 10:00,11/5/17 11:00,0.05,0.05,2017-11-08T21:22:59.155913+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/5/17 9:00,11/5/17 10:00,0.05,0.05,2017-11-08T21:22:59.163313+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/5/17 8:00,11/5/17 9:00,0.1,0.1,2017-11-08T21:22:59.158164+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/5/17 7:00,11/5/17 8:00,0.83,0.83,2017-11-08T21:22:59.161842+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/5/17 6:00,11/5/17 7:00,0.09,0.09,2017-11-08T21:22:59.138293+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/5/17 5:00,11/5/17 6:00,0.05,0.05,2017-11-08T21:22:59.163797+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/5/17 4:00,11/5/17 5:00,0.65,0.65,2017-11-08T21:22:59.148078+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/5/17 3:00,11/5/17 4:00,0.17,0.17,2017-11-08T21:22:59.139088+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/5/17 2:00,11/5/17 3:00,0.05,0.05,2017-11-08T21:22:59.149929+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/5/17 1:00,11/5/17 2:00,0.05,0.05,2017-11-08T21:22:59.155492+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/5/17 0:00,11/5/17 1:00,0.46,0.46,2017-11-08T21:22:59.165543+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/4/17 23:00,11/5/17 0:00,0.2,0.2,2017-11-08T21:22:59.147336+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/4/17 22:00,11/4/17 23:00,0.19,0.19,2017-11-08T21:22:59.141210+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/4/17 21:00,11/4/17 22:00,0.18,0.18,2017-11-08T21:22:59.151877+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/4/17 20:00,11/4/17 21:00,0.58,0.58,2017-11-08T21:22:59.143838+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/4/17 19:00,11/4/17 20:00,0.25,0.25,2017-11-08T21:22:59.159341+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/4/17 18:00,11/4/17 19:00,1.5,1.5,2017-11-08T21:22:59.156268+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/4/17 17:00,11/4/17 18:00,2,2,2017-11-08T21:22:59.142282+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/4/17 16:00,11/4/17 17:00,0.6,0.6,2017-11-08T21:22:59.169656+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/4/17 15:00,11/4/17 16:00,1.42,1.42,2017-11-08T21:22:59.160614+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/4/17 14:00,11/4/17 15:00,0.37,0.37,2017-11-08T21:22:59.143145+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/4/17 13:00,11/4/17 14:00,1.4,1.4,2017-11-08T21:22:59.158578+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/4/17 12:00,11/4/17 13:00,0.24,0.24,2017-11-08T21:22:59.140635+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/4/17 11:00,11/4/17 12:00,0.14,0.14,2017-11-08T21:22:59.156514+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/4/17 10:00,11/4/17 11:00,0.87,0.87,2017-11-08T21:22:59.145823+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/4/17 9:00,11/4/17 10:00,0.2,0.2,2017-11-08T21:22:59.170287+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/4/17 8:00,11/4/17 9:00,0.3,0.3,2017-11-08T21:22:59.166981+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/4/17 7:00,11/4/17 8:00,0.22,0.22,2017-11-08T21:22:59.158889+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/4/17 6:00,11/4/17 7:00,0.09,0.09,2017-11-08T21:22:59.160129+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/4/17 5:00,11/4/17 6:00,0.09,0.09,2017-11-08T21:22:59.162394+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/4/17 4:00,11/4/17 5:00,0.44,0.44,2017-11-08T21:22:59.157726+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/4/17 3:00,11/4/17 4:00,0.14,0.14,2017-11-08T21:22:59.164454+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/4/17 2:00,11/4/17 3:00,0.09,0.09,2017-11-08T21:22:59.169422+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/4/17 1:00,11/4/17 2:00,0.1,0.1,2017-11-08T21:22:59.150463+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/4/17 0:00,11/4/17 1:00,0.16,0.16,2017-11-08T21:22:59.147594+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/3/17 23:00,11/4/17 0:00,0.32,0.32,2017-11-08T21:22:59.152339+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/3/17 22:00,11/3/17 23:00,0.48,0.48,2017-11-08T21:22:59.159714+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/3/17 21:00,11/3/17 22:00,0.09,0.09,2017-11-08T21:22:59.165849+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/3/17 20:00,11/3/17 21:00,0.09,0.09,2017-11-08T21:22:59.149551+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/3/17 19:00,11/3/17 20:00,0.48,0.48,2017-11-08T21:22:59.139497+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/3/17 18:00,11/3/17 19:00,1.41,1.41,2017-11-08T21:22:59.161607+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/3/17 17:00,11/3/17 18:00,1.45,1.45,2017-11-08T21:22:59.145394+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/3/17 16:00,11/3/17 17:00,0.45,0.45,2017-11-08T21:22:59.162571+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/3/17 15:00,11/3/17 16:00,0.36,0.36,2017-11-08T21:22:59.146270+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/3/17 14:00,11/3/17 15:00,0.58,0.58,2017-11-08T21:22:59.156880+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/3/17 13:00,11/3/17 14:00,0.39,0.39,2017-11-08T21:22:59.158950+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/3/17 12:00,11/3/17 13:00,0.17,0.17,2017-11-08T21:22:59.165242+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/3/17 11:00,11/3/17 12:00,0.14,0.14,2017-11-08T21:22:59.164092+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/3/17 10:00,11/3/17 11:00,0.74,0.74,2017-11-08T21:22:59.167490+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/3/17 9:00,11/3/17 10:00,1.09,1.09,2017-11-08T21:22:59.149258+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/3/17 8:00,11/3/17 9:00,3.58,3.58,2017-11-08T21:22:59.161783+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/3/17 7:00,11/3/17 8:00,1.25,1.25,2017-11-08T21:22:59.140386+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/3/17 6:00,11/3/17 7:00,0.13,0.13,2017-11-08T21:22:59.160914+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/3/17 5:00,11/3/17 6:00,0.19,0.19,2017-11-08T21:22:59.166803+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/3/17 4:00,11/3/17 5:00,0.82,0.82,2017-11-08T21:22:59.150165+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/3/17 3:00,11/3/17 4:00,1.15,1.15,2017-11-08T21:22:59.141397+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/3/17 2:00,11/3/17 3:00,1.08,1.08,2017-11-08T21:22:59.144883+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/3/17 1:00,11/3/17 2:00,1.08,1.08,2017-11-08T21:22:59.154987+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/3/17 0:00,11/3/17 1:00,1.42,1.42,2017-11-08T21:22:59.147837+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/2/17 23:00,11/3/17 0:00,1.5,1.5,2017-11-08T21:22:59.137742+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/2/17 22:00,11/2/17 23:00,1.34,1.34,2017-11-08T21:22:59.148704+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/2/17 21:00,11/2/17 22:00,1.11,1.11,2017-11-08T21:22:59.144537+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/2/17 20:00,11/2/17 21:00,0.7,0.7,2017-11-08T21:22:59.146152+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/2/17 19:00,11/2/17 20:00,0.47,0.47,2017-11-08T21:22:59.166745+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/2/17 18:00,11/2/17 19:00,0.12,0.12,2017-11-08T21:22:59.151630+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/2/17 17:00,11/2/17 18:00,0.16,0.16,2017-11-08T21:22:59.157495+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/2/17 16:00,11/2/17 17:00,0.23,0.23,2017-11-08T21:22:59.158460+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/2/17 15:00,11/2/17 16:00,0.22,0.22,2017-11-08T21:22:59.157668+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/2/17 14:00,11/2/17 15:00,0.12,0.12,2017-11-08T21:22:59.168210+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/2/17 13:00,11/2/17 14:00,0.49,0.49,2017-11-08T21:22:59.162337+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/2/17 12:00,11/2/17 13:00,0.12,0.12,2017-11-08T21:22:59.155974+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/2/17 11:00,11/2/17 12:00,0.19,0.19,2017-11-08T21:22:59.143401+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/2/17 10:00,11/2/17 11:00,0.24,0.24,2017-11-08T21:22:59.157846+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/2/17 9:00,11/2/17 10:00,0.14,0.14,2017-11-08T21:22:59.165789+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/2/17 8:00,11/2/17 9:00,0.55,0.55,2017-11-08T21:22:59.166921+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/2/17 7:00,11/2/17 8:00,0.34,0.34,2017-11-08T21:22:59.149491+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/2/17 6:00,11/2/17 7:00,1.07,1.07,2017-11-08T21:22:59.160497+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/2/17 5:00,11/2/17 6:00,0.07,0.07,2017-11-08T21:22:59.158519+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/2/17 4:00,11/2/17 5:00,0.44,0.44,2017-11-08T21:22:59.138690+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/2/17 3:00,11/2/17 4:00,0.15,0.15,2017-11-08T21:22:59.142987+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/2/17 2:00,11/2/17 3:00,0.14,0.14,2017-11-08T21:22:59.144414+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/2/17 1:00,11/2/17 2:00,0.05,0.05,2017-11-08T21:22:59.153908+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/2/17 0:00,11/2/17 1:00,0.05,0.05,2017-11-08T21:22:59.166262+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/1/17 23:00,11/2/17 0:00,0.05,0.05,2017-11-08T21:22:59.140574+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/1/17 22:00,11/1/17 23:00,0.83,0.83,2017-11-08T21:22:59.154453+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/1/17 21:00,11/1/17 22:00,0.67,0.67,2017-11-08T21:22:59.170069+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/1/17 20:00,11/1/17 21:00,2.09,2.09,2017-11-08T21:22:59.168929+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/1/17 19:00,11/1/17 20:00,2.44,2.44,2017-11-08T21:22:59.155668+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/1/17 18:00,11/1/17 19:00,1.9,1.9,2017-11-08T21:22:59.152220+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/1/17 17:00,11/1/17 18:00,0.21,0.21,2017-11-08T21:22:59.146092+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/1/17 16:00,11/1/17 17:00,0.34,0.34,2017-11-08T21:22:59.149078+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/1/17 15:00,11/1/17 16:00,0.16,0.16,2017-11-08T21:22:59.153541+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/1/17 14:00,11/1/17 15:00,0.06,0.06,2017-11-08T21:22:59.169830+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/1/17 13:00,11/1/17 14:00,0.09,0.09,2017-11-08T21:22:59.154571+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/1/17 12:00,11/1/17 13:00,0.18,0.18,2017-11-08T21:22:59.164278+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/1/17 11:00,11/1/17 12:00,0.13,0.13,2017-11-08T21:22:59.156454+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/1/17 10:00,11/1/17 11:00,0.55,0.55,2017-11-08T21:22:59.151571+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/1/17 9:00,11/1/17 10:00,0.06,0.06,2017-11-08T21:22:59.139364+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/1/17 8:00,11/1/17 9:00,1.22,1.22,2017-11-08T21:22:59.169232+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/1/17 7:00,11/1/17 8:00,2.37,2.37,2017-11-08T21:22:59.154807+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/1/17 6:00,11/1/17 7:00,0.68,0.68,2017-11-08T21:22:59.159832+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/1/17 5:00,11/1/17 6:00,1.11,1.11,2017-11-08T21:22:59.146632+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/1/17 4:00,11/1/17 5:00,1.07,1.07,2017-11-08T21:22:59.149431+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/1/17 3:00,11/1/17 4:00,1.07,1.07,2017-11-08T21:22:59.160436+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/1/17 2:00,11/1/17 3:00,1.22,1.22,2017-11-08T21:22:59.167253+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/1/17 1:00,11/1/17 2:00,1.13,1.13,2017-11-08T21:22:59.168152+00:00,US/Pacific
PG&E,E1 TB Residential Service,11/1/17 0:00,11/1/17 1:00,1.63,1.63,2017-11-08T21:22:59.154030+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/31/17 22:00,10/31/17 23:00,0.7,0.7,2017-11-08T21:22:59.145513+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/31/17 21:00,10/31/17 22:00,0.87,0.87,2017-11-08T21:22:59.162279+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/31/17 20:00,10/31/17 21:00,0.53,0.53,2017-11-08T21:22:59.140513+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/31/17 19:00,10/31/17 20:00,1.46,1.46,2017-11-08T21:22:59.140696+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/31/17 18:00,10/31/17 19:00,0.45,0.45,2017-11-08T21:22:59.155610+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/31/17 17:00,10/31/17 18:00,0.18,0.18,2017-11-08T21:22:59.149611+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/31/17 16:00,10/31/17 17:00,0.15,0.15,2017-11-08T21:22:59.153421+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/31/17 15:00,10/31/17 16:00,0.16,0.16,2017-11-08T21:22:59.169541+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/31/17 14:00,10/31/17 15:00,0.26,0.26,2017-11-08T21:22:59.155551+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/31/17 13:00,10/31/17 14:00,0.55,0.55,2017-11-08T21:22:59.141860+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/31/17 12:00,10/31/17 13:00,0.14,0.14,2017-11-08T21:22:59.141151+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/31/17 11:00,10/31/17 12:00,0.15,0.15,2017-11-08T21:22:59.140958+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/31/17 10:00,10/31/17 11:00,0.14,0.14,2017-11-08T21:22:59.151205+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/31/17 9:00,10/31/17 10:00,0.58,0.58,2017-11-08T21:22:59.144283+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/31/17 8:00,10/31/17 9:00,0.26,0.26,2017-11-08T21:22:59.163372+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/31/17 7:00,10/31/17 8:00,3.37,3.37,2017-11-08T21:22:59.150402+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/31/17 6:00,10/31/17 7:00,0.39,0.39,2017-11-08T21:22:59.142345+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/31/17 5:00,10/31/17 6:00,0.14,0.14,2017-11-08T21:22:59.166141+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/31/17 4:00,10/31/17 5:00,0.71,0.71,2017-11-08T21:22:59.166862+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/31/17 3:00,10/31/17 4:00,0.25,0.25,2017-11-08T21:22:59.165301+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/31/17 2:00,10/31/17 3:00,0.2,0.2,2017-11-08T21:22:59.159403+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/31/17 1:00,10/31/17 2:00,0.14,0.14,2017-11-08T21:22:59.156940+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/31/17 0:00,10/31/17 1:00,0.14,0.14,2017-11-08T21:22:59.138358+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/30/17 23:00,10/31/17 0:00,0.14,0.14,2017-11-08T21:22:59.146327+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/30/17 22:00,10/30/17 23:00,0.14,0.14,2017-11-08T21:22:59.147396+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/30/17 21:00,10/30/17 22:00,0.49,0.49,2017-11-08T21:22:59.150767+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/30/17 20:00,10/30/17 21:00,0.78,0.78,2017-11-08T21:22:59.139425+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/30/17 19:00,10/30/17 20:00,0.8,0.8,2017-11-08T21:22:59.157969+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/30/17 18:00,10/30/17 19:00,0.71,0.71,2017-11-08T21:22:59.164396+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/30/17 17:00,10/30/17 18:00,0.18,0.18,2017-11-08T21:22:59.161034+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/30/17 16:00,10/30/17 17:00,0.19,0.19,2017-11-08T21:22:59.153005+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/30/17 15:00,10/30/17 16:00,0.06,0.06,2017-11-08T21:22:59.141918+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/30/17 14:00,10/30/17 15:00,0.05,0.05,2017-11-08T21:22:59.149991+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/30/17 13:00,10/30/17 14:00,0.05,0.05,2017-11-08T21:22:59.154089+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/30/17 12:00,10/30/17 13:00,0.45,0.45,2017-11-08T21:22:59.156999+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/30/17 11:00,10/30/17 12:00,0.16,0.16,2017-11-08T21:22:59.168384+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/30/17 10:00,10/30/17 11:00,0.15,0.15,2017-11-08T21:22:59.166324+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/30/17 9:00,10/30/17 10:00,0.05,0.05,2017-11-08T21:22:59.158038+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/30/17 8:00,10/30/17 9:00,0.32,0.32,2017-11-08T21:22:59.156642+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/30/17 7:00,10/30/17 8:00,0.08,0.08,2017-11-08T21:22:59.160854+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/30/17 6:00,10/30/17 7:00,1.88,1.88,2017-11-08T21:22:59.162036+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/30/17 5:00,10/30/17 6:00,0.9,0.9,2017-11-08T21:22:59.165360+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/30/17 4:00,10/30/17 5:00,0.16,0.16,2017-11-08T21:22:59.164631+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/30/17 3:00,10/30/17 4:00,0.15,0.15,2017-11-08T21:22:59.140005+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/30/17 2:00,10/30/17 3:00,0.14,0.14,2017-11-08T21:22:59.141091+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/30/17 1:00,10/30/17 2:00,0.14,0.14,2017-11-08T21:22:59.165420+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/30/17 0:00,10/30/17 1:00,0.22,0.22,2017-11-08T21:22:59.159009+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/29/17 23:00,10/30/17 0:00,0.26,0.26,2017-11-08T21:22:59.150826+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/29/17 22:00,10/29/17 23:00,0.2,0.2,2017-11-08T21:22:59.141519+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/29/17 21:00,10/29/17 22:00,1.21,1.21,2017-11-08T21:22:59.146030+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/29/17 20:00,10/29/17 21:00,0.16,0.16,2017-11-08T21:22:59.152463+00:00,US/Pacific
PG&E,E1 TB Residential Service,10/29/17 19:00,10/29/17 20:00,0.1,0.1,2017-11-08T21:22:59.148761+00:00,US/Pacific
